"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000008282",1849.7247825892,0.616748842650634,0.247505014480515,2.49186402928086,0.0127074673742546,0.0634568487323433
"ENSG00000008283",1428.41389190223,0.460035704218676,0.252377868421514,1.82280525267904,0.0683328919046167,0.209527271225886
"ENSG00000008294",1456.89262522264,-0.0927640855419449,0.309844784916616,-0.299388887784279,0.764643339831313,0.884239657398572
"ENSG00000008300",332.01037357714,2.6620468646164,0.711914703335505,3.73927782660482,0.000184549673788492,0.00239307504629683
"ENSG00000008311",66.876741433219,-0.323966863535708,0.411611728446399,-0.787069077838233,0.431241429737331,0.656200647716342
"ENSG00000008323",1083.87129766516,-0.382657913129916,0.353703081954878,-1.08186197025767,0.27931386539129,0.510314820806667
"ENSG00000008324",192.838513856126,0.0610926457680976,0.315698879612636,0.1935155609138,0.846555220536401,0.929109648663094
"ENSG00000008382",417.534715839984,-0.723182557202355,0.315177496750498,-2.29452471911357,0.0217603768580702,0.0943667828102451
"ENSG00000008394",1563.45869892417,-0.139780595984333,0.347324404051343,-0.402449682066308,0.687353112764555,0.838038466694877
"ENSG00000008405",271.44964904448,0.194375861676322,0.23860648848887,0.81462940470451,0.415284473701898,0.642737100641101
"ENSG00000008438",2.09912494821307,-0.067813974100571,1.89182594691825,-0.035845778630449,0.97140533043497,NA
"ENSG00000008441",1337.07478734638,0.74727924563035,0.306701504008571,2.43650336194461,0.0148300315999033,0.0715369365722206
"ENSG00000008513",350.211986096113,0.46721443800606,0.421836764593659,1.10757164197415,0.26804685613525,0.497965371366344
"ENSG00000008516",50.7370592582114,0.188560375629985,0.507004386565255,0.371910738105055,0.709959309859996,0.851236833639141
"ENSG00000008517",2714.89403660688,0.6366177151575,0.496878116543086,1.28123516404107,0.200111078389106,0.416713085583654
"ENSG00000008710",956.408268029272,0.0676143618734796,0.279976637638299,0.24150001387198,0.809167605732704,0.909794267483833
"ENSG00000008735",39.3327423058809,0.190389340704094,0.858776086577971,0.221698465618381,0.824548624652693,0.918028209450634
"ENSG00000008838",1155.83516006197,0.57381624361257,0.203521825222395,2.81943345872386,0.00481085043682472,0.0306569227642468
"ENSG00000008853",191.181976282292,0.680186934180247,0.36526632344408,1.86216711074482,0.0625795387725955,0.197130047819699
"ENSG00000008869",602.760852389646,-0.166215285518073,0.306574808118422,-0.542168766371266,0.587702249698248,0.776850066498053
"ENSG00000008952",2086.67576414272,-0.0887532056928584,0.280898795392689,-0.315961503390514,0.752031728235549,0.877385187849099
"ENSG00000008988",7372.3646996358,0.122262296842764,0.492717875744379,0.248138545121901,0.804027213311586,0.906279136062469
"ENSG00000009307",8171.02370357592,-0.41791561702373,0.3788816064747,-1.10302429540516,0.270016614602474,0.500472773539098
"ENSG00000009335",1597.621061823,0.610135961169919,0.325502184185656,1.874445060012,0.0608691077692519,0.193598533827974
"ENSG00000009413",401.436712384813,-0.780005389555369,0.238507558655041,-3.27035920351484,0.00107410997185618,0.00964057720641403
"ENSG00000009694",10.3707841503862,-3.12071091997369,0.88572451728231,-3.52334259589995,0.000426140132843335,0.00465330859741947
"ENSG00000009724",78.0788943881865,-1.1630777281977,0.565142850532313,-2.05802431562602,0.0395877993133703,0.144340247062843
"ENSG00000009765",1019.94304473386,0.567071667413732,0.771739466191743,0.734796770485287,0.462463274243459,0.683243470155054
"ENSG00000009780",133.588297069437,-0.502957425578212,0.297906191074411,-1.68830806692629,0.091352107497979,0.253251431457595
"ENSG00000009790",159.29945862441,-1.12776896337556,0.541395941070636,-2.08307613305216,0.0372442844923192,0.138208990057499
